10000.0	1000.0	0	(((r4:0.01863,r3:0.018501):0.002192,((r6:0.020107,r7:0.023993):0.003125,r5:0.019557):0.001145):0.002592,(r0:0.014465,r1:0.014375):0.004275,r2:0.017278);	0.0005	0.0002	106.6799	5.6777	7299	(r7:1,(r6:1,(r4:1,(r5:1,(r3:1,(r2:1,(r1:1,r0:1)1:0.12658200728)1:0.138844954678)0.7:0.00823297823053)0.52:0.00423980218967)1:0.137364059671):0);	2	(r5:1,((r4:1,(r3:1,(r2:1,(r0:1,r1:1)1:0.137064550486)1:0.161836743672)0.54:0.00486938453595)0.5:0.00743528390979,(r7:1,r6:1)1:0.145284882898):0);	0	((r2,(r3,(r5,(((r6,r7):0.13749805400086482,r4):0.0005958993768250241)#H9:0.006262320327847793::0.9935315089096889):0.010198213963556343):0.14185044793599044):0.13175032875656995,r1,(r0,#H9:0.38361566056907953::0.006468491090311108):9.116692087988985);	0.10719149707954156	(r0,(((r4,((r6,r7):0.14035550327738608,(r5)#H9:::0.9601411484270539):0.012736476112409675):0.007789124558881574,r3):0.16665741121379612,r2):0.1417597320515974,(r1,#H9:::0.039858851572946066):0.06577195234430157);	0.22201663421094914
10000.0	1000.0	1	(((r6:0.020421,r7:0.023997):0.003175,(r4:0.018673,r5:0.018456):0.00209):0.001433,(r2:0.017155,(r0:0.014354,r1:0.014244):0.004489):0.002466,r3:0.01932);	0.0002	0.0002	106.7757	5.7313	7315	(r3:1,(r4:1,((r5:1,(r6:1,r7:1)1:0.147324714757)0.67:0.0085606859182,(r2:1,(r1:1,r0:1)1:0.151295047002)1:0.142888387459)0.51:0.00461015047822):0);	2	(r1:1,(r0:1,(r2:1,(r3:1,(r4:1,(r5:1,(r6:1,r7:1)1:0.138803122628)0.49:0.00576645801584)0.43:0.002941330206)1:0.165318692931)1:0.158560413905):0);	0	(r3,(r4,(r5,((r6,r7):0.08397998788008301,#H9:2.3886961507630198::0.13678920652822243):0.06901759735709766):0.010633941265031458):0.007879334991173974,(((r0,r1):0.15517015198691053,r2):0.09903947279363497)#H9:0.04154176030296832::0.8632107934717775);	0.18043107670080605	((((r5,((r6,r7):0.14083202069924428)#H9:0.0032603339200747167::0.9594748810311375):0.00923043122891548,r4):0.006034287390451436,r3):0.17413512824031,(r2,#H9:2.3692046571870318::0.040525118968862496):0.18658186577981326,(r1,r0):0.1625931567014294);	0.22545481130547296
10000.0	1000.0	2	((r1:0.014475,r0:0.014471):0.004269,(((r5:0.018616,r3:0.018485):0.002125,(r6:0.020141,r7:0.02356):0.00328):0.00146,r4:0.019439):0.002319,r2:0.017439);	0.0001	0.0002	106.6098	5.6501	7225	(r0:1,(r1:1,(r2:1,(r3:1,((r5:1,(r6:1,r7:1)1:0.140569687772)0.81:0.0102450323076,r4:1)0.44:0.00253629370069)1:0.136413826449)1:0.153146284891):0);	0	(r1:1,(r0:1,(r2:1,(r4:1,(r3:1,(r5:1,(r6:1,r7:1)1:0.146981374582)0.5:0.00399588669513)0.46:0.00317199229615)1:0.154970566337)1:0.159938057131):0);	2	(r0,r1,((((r5,(r6,r7):0.13749925264198043):0.00838398430015452,(r4,#H9:::0.10244183833579214):0.07818821048650192):0.005862624880501108,r3):0.15581508085062615,(r2)#H9:::0.8975581616642079):0.13750031229555346);	0.08211629631769418	(r1,r0,((r2,((r3,((r6,r7):0.14146478701897638,(r5)#H9:::0.9821346770292663):0.004955183799441469):0.004627941330857903,r4):0.1591646021326298):0.1613342799374777,#H9:::0.017865322970733732):0.005563804224728079);	0.03846243237745317
10000.0	1000.0	3	(((r5:0.018815,r3:0.018661):0.002216,((r6:0.020506,r7:0.023813):0.003231,r4:0.019483):0.001253):0.00259,(r0:0.014477,r1:0.014438):0.004379,r2:0.017564);	0.0004	0.0004	107.1722	5.6689	7272	(r4:1,((r3:1,(r2:1,(r1:1,r0:1)1:0.13719200482)1:0.130650121732)0.8:0.0101334959787,(r5:1,(r6:1,r7:1)1:0.141398617464)0.6:0.00582258784542):0);	0	(r6:1,(r7:1,(r4:1,(r5:1,(r3:1,((r0:1,r1:1)1:0.148534771028,r2:1)1:0.151805681554)0.52:0.00512759325163)0.59:0.00659346802191)1:0.141934174823):0);	2	((r2,(r3,(((r6,r7):0.14242201096986593,r5):0.0027834420259121597,(r4,#H9:::0.02161495397032667):0.27450328701607424):0.009822516795069973):0.13425203226645868):0.14426592212901934,r1,(r0)#H9:::0.9783850460296734);	0.05012060261121076	((((r0,r1):0.15572891627666188,r2):0.00991756320081567)#H9:0.275612536341186::0.7227159984634992,r3,(((r6,r7):0.13830129243200878,(r4,#H9:0.1843937627433419::0.27728400153650073):0.022867045736137404):0.012185185973772095,r5):0.011050829673514926);	0.10156317577211638
10000.0	1000.0	4	(r2:0.017409,(r1:0.014608,r0:0.014588):0.004329,(((r4:0.018796,r5:0.018567):0.002193,(r6:0.020326,r7:0.023759):0.003334):0.001466,r3:0.01951):0.002351);	0.0002	0.0002	106.8312	5.7251	7223	(r5:1,((r6:1,r7:1)1:0.149412398187,(r4:1,(r3:1,((r0:1,r1:1)1:0.131188659231,r2:1)1:0.146890328755)0.49:0.00385704387805)0.46:0.00303554952744):0);	0	(r0:1,((r2:1,(r3:1,(r4:1,(r5:1,(r6:1,r7:1)1:0.14592811637)0.7:0.00829778347493)0.58:0.00638711868384)1:0.160195733239)1:0.136440293261,r1:1):0);	0	(r0,r1,(r2,((r4,(r5,((r6,r7):0.06825106554468552)#H9:::0.989928762577962):0.004739515114450526):0.009981544143793302,(r3,#H9:::0.010071237422037993):4.2902818399047895):0.14615986312658164):0.13299520229626768);	0.1487260170737975	(r0,r1,(r2,((r4,(r5,(r7,(r6,#H9:::0.06503293126702639):0.0506786331612741):0.14901020612040566):0.008065485389900245):0.009342988234146771,(r3)#H9:::0.9349670687329736):0.15795121797352835):0.14452767223723562);	0.17897964774236708
10000.0	1000.0	5	((r1:0.014592,r0:0.014487):0.004329,((r5:0.018598,r4:0.018554):0.002344,((r6:0.020238,r7:0.023928):0.003107,r3:0.019507):0.001175):0.002473,r2:0.017467);	0.0004	0.0003	106.8024	5.6843	7230	(r6:1,(r7:1,(r5:1,(r4:1,((r2:1,(r0:1,r1:1)1:0.141087688301)1:0.14169236158,r3:1)0.86:0.0118858427177)0.47:0.00614321854762)1:0.143958818143):0);	0	(r6:1,(r7:1,(r5:1,(r4:1,((r2:1,(r0:1,r1:1)1:0.146641469599)1:0.15662280218,r3:1)0.6:0.00927720032392)0.45:0.00285568084757)1:0.141518479085):0);	0	(r4,((r5,(((r0,r1):0.14210376986460885,r2):0.139650915321856,r3):0.018084152640735925):0.0)#H9:0.0::0.8525516758132107,((r6,#H9:0.8917747880595249::0.1474483241867893):0.04140335615630718,r7):0.18921504046069956);	0.16886363810024296	(r0,r1,(r2,((r4,(((r6,r7):0.1413396156497402,r5):0.0020701656679161205)#H9:0.004679442375278027::0.9734671819266298):0.019341351029708697,(r3,#H9:3.8428712457266436::0.02653281807337021):0.8032291641166914):0.14810164541638215):0.1512758838617601);	0.22459166805024822
10000.0	1000.0	6	((r5:0.019566,(r6:0.020369,r7:0.023629):0.003255):0.001158,((r1:0.014445,r0:0.014637):0.00421,r2:0.017606):0.002705,(r3:0.018405,r4:0.01854):0.002262);	0.0006	0.0003	107.065	5.6893	7261	(r2:1,((r3:1,(r4:1,(r5:1,(r6:1,r7:1)1:0.138672644864)0.88:0.0123117559601)0.87:0.0120544995352)1:0.149042386539,(r1:1,r0:1)1:0.141225867105):0);	0	(r3:1,((r2:1,(r0:1,r1:1)1:0.137897533705)1:0.164095412045,(r5:1,((r6:1,r7:1)1:0.156549582476,r4:1)0.41:0.00204231556106)0.73:0.0087934008513):0);	2	((r0,r1):0.13605582668584984,(r3,(r4,((r6,r7):0.13907444643017292,(r5,#H9:::0.011763768142989694):5.10455657724492):0.013916549742175911):0.011545702752806713):0.15393686247326802,(r2)#H9:::0.9882362318570103);	0.18611925693110348	((r2,(r3,((r5,((r6)#H9:::0.9735913860938971,r7):0.1619617095152485):0.0027399698484185707,r4):0.00911405906668647):0.17084195561302898):0.14475095788368944,r1,(r0,#H9:::0.02640861390610299):0.03775432545891209);	0.11428053183472076
10000.0	1000.0	7	((((r0:0.014448,r1:0.014412):0.004398,r2:0.017636):0.002473,(r3:0.018443,r4:0.018657):0.002161):0.001224,(r7:0.023689,r6:0.020404):0.003386,r5:0.01965);	0.0008	0.0	107.1949	5.6759	7232	(r2:1,((r0:1,r1:1)1:0.151120578694,(r3:1,(r4:1,(r5:1,(r7:1,r6:1)1:0.147672359467)0.47:0.00343053509679)0.67:0.00767864052389)1:0.130543303526):0);	0	(r0:1,((r2:1,(r3:1,(r4:1,(r5:1,(r7:1,r6:1)1:0.153078433043)0.66:0.00882567617371)0.38:0.001200458501)1:0.150728741074)1:0.165278820279,r1:1):0);	0	((r2,(r3,(r4,(r5,(r7,(r6)#H9:::0.9786301104020031):0.15156082037646307):0.005009009718959934):0.010043120101948652):0.1359494013230762):0.1566553248303911,r1,(r0,#H9:::0.02136988959799693):0.16862761692237732);	0.10108177454983236	(r0,r1,(r2,(((r5,(r6,(r7)#H9:::0.8643782098491726):0.18381028531655874):0.010041400774693862,r4):0.0051566546062888725,(r3,#H9:::0.1356217901508274):0.08171215019475171):0.15209027595283886):0.1712161559671114);	0.15857474359492973
10000.0	1000.0	8	((r7:0.024003,r6:0.020413):0.003253,r4:0.019563,((r2:0.017398,(r1:0.014596,r0:0.014373):0.004269):0.002543,(r3:0.01849,r5:0.018628):0.00223):0.001324);	0.0005	0.0004	107.0452	5.6841	7316	(r0:1,(r1:1,(r2:1,((r4:1,(r5:1,(r6:1,r7:1)1:0.150074407584)0.55:0.00644508256017)0.9:0.0131345772708,r3:1)1:0.136156000351)1:0.138776027189):0);	0	(r1:1,(r0:1,((r3:1,(r5:1,(r4:1,(r6:1,r7:1)1:0.134092454627)0.74:0.00907858233053)0.67:0.00860221669366)1:0.153974681885,r2:1)1:0.154577920712):0);	2	(r0,r1,(r2,(r3,((r5,(r6,(r7,#H9:::0.05115777960439006):0.08357748971335313):0.1516085924370903):0.010401027760459437,(r4)#H9:::0.94884222039561):0.007063779703629207):0.13803908974438497):0.1399535402325443);	0.10914918717794964	(r0,r1,((((r5,(r3)#H9:::0.9227588049611097):0.009249024220275667,((r6,r7):0.13511214791991513,r4):0.006042948713557404):0.16943984464781744,r2):0.024360351689952854,#H9:::0.07724119503889024):0.13635784006919147);	0.0911984671568434
10000.0	1000.0	9	(((r6:0.020451,r7:0.024005):0.003254,(r3:0.019371,(r2:0.017391,(r1:0.01438,r0:0.014234):0.004349):0.002431):0.001468):0.002044,r4:0.018774,r5:0.018765);	0.0002	0.0003	106.8629	5.681	7229	(r4:1,((r7:1,r6:1)1:0.137570564576,((r2:1,(r0:1,r1:1)1:0.159670334688)1:0.147121977807,(r3:1,r5:1)0.74:0.0102008371798)0.55:0.00619352288889):0);	4	(r0:1,((r2:1,(r3:1,(r5:1,(r4:1,(r7:1,r6:1)1:0.142426204982)0.45:0.00476593401911)0.58:0.00799850985645)1:0.165191614598)1:0.163289512078,r1:1):0);	2	(r2,((((r3,#H9:1.8765875910842833::0.18697939505534292):0.060118291912337286,r5):0.01570806792967898,(r6,r7):0.13729959926985388):0.005898791114417409,r4):0.1872306349225789,((r0,r1):0.15959900524902698)#H9:0.0::0.8130206049446571);	0.25316374802781927	(r0,r1,(((r3,(r5,((r7,r6):0.1345392924456094,(r4)#H9:::0.9472546170092099):0.0094495686515007):0.011069271593331792):0.1694135542535108,r2):0.05397941503374087,#H9:::0.05274538299079011):0.11613065079054839);	0.1811342874777877
